_id,COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
388,Riverside,2015,Age groups,65+ years,65+ years,743,24.5,
389,Sacramento,2015,Age groups,65+ years,65+ years,813,43.6,
390,San Benito,2015,Age groups,65+ years,65+ years,24,35.1,
391,San Bernardino,2015,Age groups,65+ years,65+ years,880,39.6,
392,San Diego,2015,Age groups,65+ years,65+ years,"1,097",26.8,
393,San Francisco,2015,Age groups,65+ years,65+ years,436,35.9,
394,San Joaquin,2015,Age groups,65+ years,65+ years,376,43.6,
395,San Luis Obispo,2015,Age groups,65+ years,65+ years,95,19.5,
396,San Mateo,2015,Age groups,65+ years,65+ years,470,43.1,
397,Santa Barbara,2015,Age groups,65+ years,65+ years,167,27.9,
398,Santa Clara,2015,Age groups,65+ years,65+ years,834,36.8,
399,Santa Cruz,2015,Age groups,65+ years,65+ years,93,27.6,
400,Shasta,2015,Age groups,65+ years,65+ years,99,28.1,
401,Sierra,2015,Age groups,65+ years,65+ years,0,0,
402,Siskiyou,2015,Age groups,65+ years,65+ years,23,21.7,
403,Solano,2015,Age groups,65+ years,65+ years,355,60.7,
404,Sonoma,2015,Age groups,65+ years,65+ years,321,38.9,
405,Stanislaus,2015,Age groups,65+ years,65+ years,280,42.8,
406,Sutter,2015,Age groups,65+ years,65+ years,41,28.3,
407,Tehama,2015,Age groups,65+ years,65+ years,35,30.8,
408,Trinity,2015,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
409,Tulare,2015,Age groups,65+ years,65+ years,163,32.9,
410,Tuolumne,2015,Age groups,65+ years,65+ years,40,33.1,
411,Ventura,2015,Age groups,65+ years,65+ years,300,26.2,
412,Yolo,2015,Age groups,65+ years,65+ years,97,40.7,
413,Yuba,2015,Age groups,65+ years,65+ years,37,42,
414,California,2015,Race/ethnicity,White,All ages,"54,967",40.1,
415,Alameda,2015,Race/ethnicity,White,All ages,"1,549",32,
416,Alpine,2015,Race/ethnicity,White,All ages,0,0,
417,Amador,2015,Race/ethnicity,White,All ages,161,63.8,
418,Butte,2015,Race/ethnicity,White,All ages,764,53.3,
419,Calaveras,2015,Race/ethnicity,White,All ages,156,50.1,
420,Colusa,2015,Race/ethnicity,White,All ages,37,55.1,
421,Contra Costa,2015,Race/ethnicity,White,All ages,"1,906",40.4,
422,Del Norte,2015,Race/ethnicity,White,All ages,110,72.9,
423,El Dorado,2015,Race/ethnicity,White,All ages,318,25.8,
424,Fresno,2015,Race/ethnicity,White,All ages,"1,951",72.7,
425,Glenn,2015,Race/ethnicity,White,All ages,73,53.9,
426,Humboldt,2015,Race/ethnicity,White,All ages,634,65.5,
427,Imperial,2015,Race/ethnicity,White,All ages,174,73.8,
428,Inyo,2015,Race/ethnicity,White,All ages,52,50.8,
429,Kern,2015,Race/ethnicity,White,All ages,"1,851",56.9,
430,Kings,2015,Race/ethnicity,White,All ages,444,87.6,
431,Lake,2015,Race/ethnicity,White,All ages,344,83.6,
432,Lassen,2015,Race/ethnicity,White,All ages,126,57.3,
433,Los Angeles,2015,Race/ethnicity,White,All ages,"8,625",35.4,
434,Madera,2015,Race/ethnicity,White,All ages,229,46.6,
435,Marin,2015,Race/ethnicity,White,All ages,324,19.5,
436,Mariposa,2015,Race/ethnicity,White,All ages,69,51.7,
437,Mendocino,2015,Race/ethnicity,White,All ages,348,70.2,
438,Merced,2015,Race/ethnicity,White,All ages,702,85.7,
439,Modoc,2015,Race/ethnicity,White,All ages,42,72.8,
440,Mono,2015,Race/ethnicity,White,All ages,27,36,
441,Monterey,2015,Race/ethnicity,White,All ages,464,44.7,
442,Napa,2015,Race/ethnicity,White,All ages,318,46,
443,Nevada,2015,Race/ethnicity,White,All ages,329,50.9,
444,Orange,2015,Race/ethnicity,White,All ages,"4,025",33.8,
445,Placer,2015,Race/ethnicity,White,All ages,843,33.8,
446,Plumas,2015,Race/ethnicity,White,All ages,68,48.7,
447,Riverside,2015,Race/ethnicity,White,All ages,"3,279",40.7,
448,Sacramento,2015,Race/ethnicity,White,All ages,"3,266",49.7,
449,San Benito,2015,Race/ethnicity,White,All ages,92,61.5,
450,San Bernardino,2015,Race/ethnicity,White,All ages,"3,552",54.9,
451,San Diego,2015,Race/ethnicity,White,All ages,"3,698",26.2,
452,San Francisco,2015,Race/ethnicity,White,All ages,816,26.4,
453,San Joaquin,2015,Race/ethnicity,White,All ages,"1,335",58,
454,San Luis Obispo,2015,Race/ethnicity,White,All ages,613,39.3,
455,San Mateo,2015,Race/ethnicity,White,All ages,805,28.5,
456,Santa Barbara,2015,Race/ethnicity,White,All ages,632,36.8,
457,Santa Clara,2015,Race/ethnicity,White,All ages,"1,753",30.1,
458,Santa Cruz,2015,Race/ethnicity,White,All ages,428,30.7,
459,Shasta,2015,Race/ethnicity,White,All ages,852,65.7,
460,Sierra,2015,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
461,Siskiyou,2015,Race/ethnicity,White,All ages,136,50.5,
462,Solano,2015,Race/ethnicity,White,All ages,"1,082",69.1,
463,Sonoma,2015,Race/ethnicity,White,All ages,"1,196",39.7,
464,Stanislaus,2015,Race/ethnicity,White,All ages,"1,370",59.1,
465,Sutter,2015,Race/ethnicity,White,All ages,176,37.8,
466,Tehama,2015,Race/ethnicity,White,All ages,227,58.1,
467,Trinity,2015,Race/ethnicity,White,All ages,62,74.7,
468,Tulare,2015,Race/ethnicity,White,All ages,482,34.5,
469,Tuolumne,2015,Race/ethnicity,White,All ages,224,59.9,
470,Ventura,2015,Race/ethnicity,White,All ages,"1,162",33.1,
471,Yolo,2015,Race/ethnicity,White,All ages,378,41,
472,Yuba,2015,Race/ethnicity,White,All ages,226,53,
473,California,2015,Race/ethnicity,Black,All ages,"38,416",177.3,
474,Alameda,2015,Race/ethnicity,Black,All ages,"4,051",218.5,
475,Alpine,2015,Race/ethnicity,Black,All ages,0,0,
476,Amador,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
477,Butte,2015,Race/ethnicity,Black,All ages,91,286.6,
478,Calaveras,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
479,Colusa,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
480,Contra Costa,2015,Race/ethnicity,Black,All ages,"2,150",232.7,
481,Del Norte,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
482,El Dorado,2015,Race/ethnicity,Black,All ages,19,176.3,
483,Fresno,2015,Race/ethnicity,Black,All ages,775,153,
484,Glenn,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
485,Humboldt,2015,Race/ethnicity,Black,All ages,49,379.6,
486,Imperial,2015,Race/ethnicity,Black,All ages,48,119.3,
487,Inyo,2015,Race/ethnicity,Black,All ages,0,0,
488,Kern,2015,Race/ethnicity,Black,All ages,"1,039",201.5,
489,Kings,2015,Race/ethnicity,Black,All ages,167,177.7,
490,Lake,2015,Race/ethnicity,Black,All ages,21,221.7,
491,Lassen,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
492,Los Angeles,2015,Race/ethnicity,Black,All ages,"13,260",175.8,
493,Madera,2015,Race/ethnicity,Black,All ages,70,194.6,
494,Marin,2015,Race/ethnicity,Black,All ages,54,87.8,
495,Mariposa,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
496,Mendocino,2015,Race/ethnicity,Black,All ages,13,180.4,
497,Merced,2015,Race/ethnicity,Black,All ages,284,361.6,
498,Modoc,2015,Race/ethnicity,Black,All ages,0,0,
499,Mono,2015,Race/ethnicity,Black,All ages,0,0,
500,Monterey,2015,Race/ethnicity,Black,All ages,135,161.4,
501,Napa,2015,Race/ethnicity,Black,All ages,26,135.9,
502,Nevada,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
503,Orange,2015,Race/ethnicity,Black,All ages,610,126,
504,Placer,2015,Race/ethnicity,Black,All ages,43,112.5,
505,Plumas,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
506,Riverside,2015,Race/ethnicity,Black,All ages,"1,996",139.5,
507,Sacramento,2015,Race/ethnicity,Black,All ages,"3,440",229.9,
508,San Benito,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
509,San Bernardino,2015,Race/ethnicity,Black,All ages,"2,935",154.9,
510,San Diego,2015,Race/ethnicity,Black,All ages,"1,883",129.8,
511,San Francisco,2015,Race/ethnicity,Black,All ages,994,227.5,
512,San Joaquin,2015,Race/ethnicity,Black,All ages,"1,194",215.7,
513,San Luis Obispo,2015,Race/ethnicity,Black,All ages,45,132.3,
514,San Mateo,2015,Race/ethnicity,Black,All ages,132,67.7,
515,Santa Barbara,2015,Race/ethnicity,Black,All ages,115,151.5,
516,Santa Clara,2015,Race/ethnicity,Black,All ages,602,117.5,
517,Santa Cruz,2015,Race/ethnicity,Black,All ages,22,87.4,
518,Shasta,2015,Race/ethnicity,Black,All ages,24,148.8,
519,Sierra,2015,Race/ethnicity,Black,All ages,0,0,
520,Siskiyou,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
521,Solano,2015,Race/ethnicity,Black,All ages,"1,228",232.8,
522,Sonoma,2015,Race/ethnicity,Black,All ages,97,121.5,
523,Stanislaus,2015,Race/ethnicity,Black,All ages,379,280.5,
524,Sutter,2015,Race/ethnicity,Black,All ages,21,131.3,
525,Tehama,2015,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
526,Trinity,2015,Race/ethnicity,Black,All ages,0,0,
527,Tulare,2015,Race/ethnicity,Black,All ages,70,129.5,
528,Tuolumne,2015,Race/ethnicity,Black,All ages,11,,Rate not available due to statistical instability
529,Ventura,2015,Race/ethnicity,Black,All ages,156,141.2,
530,Yolo,2015,Race/ethnicity,Black,All ages,62,108,
531,Yuba,2015,Race/ethnicity,Black,All ages,29,135,
532,California,2015,Race/ethnicity,Hispanic,All ages,"77,639",48.8,
533,Alameda,2015,Race/ethnicity,Hispanic,All ages,"2,263",57.7,
534,Alpine,2015,Race/ethnicity,Hispanic,All ages,0,0,
535,Amador,2015,Race/ethnicity,Hispanic,All ages,24,53.8,
536,Butte,2015,Race/ethnicity,Hispanic,All ages,121,33.5,
537,Calaveras,2015,Race/ethnicity,Hispanic,All ages,21,37.7,
538,Colusa,2015,Race/ethnicity,Hispanic,All ages,54,34.9,
539,Contra Costa,2015,Race/ethnicity,Hispanic,All ages,"1,937",68.2,
540,Del Norte,2015,Race/ethnicity,Hispanic,All ages,15,26.1,
541,El Dorado,2015,Race/ethnicity,Hispanic,All ages,101,41.7,
542,Fresno,2015,Race/ethnicity,Hispanic,All ages,"4,827",83.8,
543,Glenn,2015,Race/ethnicity,Hispanic,All ages,39,33.9,
544,Humboldt,2015,Race/ethnicity,Hispanic,All ages,40,25.7,
545,Imperial,2015,Race/ethnicity,Hispanic,All ages,"1,139",70.4,
546,Inyo,2015,Race/ethnicity,Hispanic,All ages,23,47.7,
547,Kern,2015,Race/ethnicity,Hispanic,All ages,"2,694",53.4,
548,Kings,2015,Race/ethnicity,Hispanic,All ages,592,70.7,
549,Lake,2015,Race/ethnicity,Hispanic,All ages,79,70,
550,Lassen,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
551,Los Angeles,2015,Race/ethnicity,Hispanic,All ages,"25,709",50,
552,Madera,2015,Race/ethnicity,Hispanic,All ages,704,68.8,
553,Marin,2015,Race/ethnicity,Hispanic,All ages,118,27.2,
554,Mariposa,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
555,Mendocino,2015,Race/ethnicity,Hispanic,All ages,82,33.3,
556,Merced,2015,Race/ethnicity,Hispanic,All ages,"1,355",82.2,
557,Modoc,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
558,Mono,2015,Race/ethnicity,Hispanic,All ages,16,32,
559,Monterey,2015,Race/ethnicity,Hispanic,All ages,"1,393",51,
560,Napa,2015,Race/ethnicity,Hispanic,All ages,168,32.4,
561,Nevada,2015,Race/ethnicity,Hispanic,All ages,14,15.1,
562,Orange,2015,Race/ethnicity,Hispanic,All ages,"4,274",36.5,
563,Placer,2015,Race/ethnicity,Hispanic,All ages,137,23.5,
564,Plumas,2015,Race/ethnicity,Hispanic,All ages,21,134.6,
565,Riverside,2015,Race/ethnicity,Hispanic,All ages,"4,192",36.6,
566,Sacramento,2015,Race/ethnicity,Hispanic,All ages,"2,046",59.2,
567,San Benito,2015,Race/ethnicity,Hispanic,All ages,183,49.6,
568,San Bernardino,2015,Race/ethnicity,Hispanic,All ages,"5,105",45.3,
569,San Diego,2015,Race/ethnicity,Hispanic,All ages,"4,392",37.7,
570,San Francisco,2015,Race/ethnicity,Hispanic,All ages,593,48.5,
571,San Joaquin,2015,Race/ethnicity,Hispanic,All ages,"1,699",56.9,
572,San Luis Obispo,2015,Race/ethnicity,Hispanic,All ages,236,35.3,
573,San Mateo,2015,Race/ethnicity,Hispanic,All ages,"1,154",58.3,
574,Santa Barbara,2015,Race/ethnicity,Hispanic,All ages,921,42.6,
575,Santa Clara,2015,Race/ethnicity,Hispanic,All ages,"2,872",54.5,
576,Santa Cruz,2015,Race/ethnicity,Hispanic,All ages,441,45.6,
577,Shasta,2015,Race/ethnicity,Hispanic,All ages,64,33.5,
578,Sierra,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
579,Siskiyou,2015,Race/ethnicity,Hispanic,All ages,12,22.7,
580,Solano,2015,Race/ethnicity,Hispanic,All ages,656,59.3,
581,Sonoma,2015,Race/ethnicity,Hispanic,All ages,508,37,
582,Stanislaus,2015,Race/ethnicity,Hispanic,All ages,"1,296",53.1,
583,Sutter,2015,Race/ethnicity,Hispanic,All ages,91,27.9,
584,Tehama,2015,Race/ethnicity,Hispanic,All ages,77,50.4,
585,Trinity,2015,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
586,Tulare,2015,Race/ethnicity,Hispanic,All ages,"1,273",38.1,
587,Tuolumne,2015,Race/ethnicity,Hispanic,All ages,15,22.5,
588,Ventura,2015,Race/ethnicity,Hispanic,All ages,"1,443",37.4,
589,Yolo,2015,Race/ethnicity,Hispanic,All ages,313,48.7,
590,Yuba,2015,Race/ethnicity,Hispanic,All ages,62,29.2,
591,California,2015,Race/ethnicity,Asian/PI,All ages,"9,676",19.4,
592,Alameda,2015,Race/ethnicity,Asian/PI,All ages,957,23,
593,Alpine,2015,Race/ethnicity,Asian/PI,All ages,0,0,
594,Amador,2015,Race/ethnicity,Asian/PI,All ages,0,0,
595,Butte,2015,Race/ethnicity,Asian/PI,All ages,19,21.1,
596,Calaveras,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
597,Colusa,2015,Race/ethnicity,Asian/PI,All ages,0,0,
598,Contra Costa,2015,Race/ethnicity,Asian/PI,All ages,401,26.3,
599,Del Norte,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
600,El Dorado,2015,Race/ethnicity,Asian/PI,All ages,12,18.4,
601,Fresno,2015,Race/ethnicity,Asian/PI,All ages,237,25.5,
602,Glenn,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
603,Humboldt,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
604,Imperial,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
605,Inyo,2015,Race/ethnicity,Asian/PI,All ages,0,0,
606,Kern,2015,Race/ethnicity,Asian/PI,All ages,79,23.5,
607,Kings,2015,Race/ethnicity,Asian/PI,All ages,11,,Rate not available due to statistical instability
608,Lake,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
609,Lassen,2015,Race/ethnicity,Asian/PI,All ages,0,0,
610,Los Angeles,2015,Race/ethnicity,Asian/PI,All ages,"2,360",18,
611,Madera,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
612,Marin,2015,Race/ethnicity,Asian/PI,All ages,25,17.4,
613,Mariposa,2015,Race/ethnicity,Asian/PI,All ages,0,0,
614,Mendocino,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
615,Merced,2015,Race/ethnicity,Asian/PI,All ages,33,20.3,
616,Modoc,2015,Race/ethnicity,Asian/PI,All ages,0,0,
617,Mono,2015,Race/ethnicity,Asian/PI,All ages,0,0,
618,Monterey,2015,Race/ethnicity,Asian/PI,All ages,86,31.9,
619,Napa,2015,Race/ethnicity,Asian/PI,All ages,34,34,
620,Nevada,2015,Race/ethnicity,Asian/PI,All ages,0,0,
621,Orange,2015,Race/ethnicity,Asian/PI,All ages,814,14.8,
622,Placer,2015,Race/ethnicity,Asian/PI,All ages,42,15.4,
623,Plumas,2015,Race/ethnicity,Asian/PI,All ages,0,0,
624,Riverside,2015,Race/ethnicity,Asian/PI,All ages,182,13.5,
625,Sacramento,2015,Race/ethnicity,Asian/PI,All ages,749,33.4,
626,San Benito,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
627,San Bernardino,2015,Race/ethnicity,Asian/PI,All ages,214,17.4,
628,San Diego,2015,Race/ethnicity,Asian/PI,All ages,668,19.4,
629,San Francisco,2015,Race/ethnicity,Asian/PI,All ages,498,20.4,
630,San Joaquin,2015,Race/ethnicity,Asian/PI,All ages,328,32,
631,San Luis Obispo,2015,Race/ethnicity,Asian/PI,All ages,11,,Rate not available due to statistical instability
632,San Mateo,2015,Race/ethnicity,Asian/PI,All ages,361,18.5,
633,Santa Barbara,2015,Race/ethnicity,Asian/PI,All ages,38,23.5,
634,Santa Clara,2015,Race/ethnicity,Asian/PI,All ages,943,16,
635,Santa Cruz,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
636,Shasta,2015,Race/ethnicity,Asian/PI,All ages,20,33.8,
637,Sierra,2015,Race/ethnicity,Asian/PI,All ages,0,0,
638,Siskiyou,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
639,Solano,2015,Race/ethnicity,Asian/PI,All ages,212,33.3,
640,Sonoma,2015,Race/ethnicity,Asian/PI,All ages,32,16.9,
641,Stanislaus,2015,Race/ethnicity,Asian/PI,All ages,59,21,
642,Sutter,2015,Race/ethnicity,Asian/PI,All ages,31,20.7,
643,Tehama,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
644,Trinity,2015,Race/ethnicity,Asian/PI,All ages,0,0,
645,Tulare,2015,Race/ethnicity,Asian/PI,All ages,23,14.1,
646,Tuolumne,2015,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
647,Ventura,2015,Race/ethnicity,Asian/PI,All ages,76,13.8,
648,Yolo,2015,Race/ethnicity,Asian/PI,All ages,58,33.8,
649,Yuba,2015,Race/ethnicity,Asian/PI,All ages,14,37.9,
650,California,2015,Race/ethnicity,AI/AN,All ages,765,47,
651,Alameda,2015,Race/ethnicity,AI/AN,All ages,185,469.6,
652,Alpine,2015,Race/ethnicity,AI/AN,All ages,0,0,
653,Amador,2015,Race/ethnicity,AI/AN,All ages,0,0,
654,Butte,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
655,Calaveras,2015,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
